Agency,Year,Amount,SubTypeName,RevenueType,SubType
ICAO,2022,22822.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,5212432.89,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23115.04,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,35354.72,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,1221684.37,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22950.59,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23173.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,2096.61,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23555.31,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,147494.84,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22822.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,15876.84,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,14671.83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,26782.45,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,7533.92,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,25096.61,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22822.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23482.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23353.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23353.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,24856.93,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23042.04,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,25168.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,1029674.04,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,25696.9,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,2414969.76,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,6809.73,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23573.75,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,115739.68,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23261.8,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23482.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22950.59,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,10551.62,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,204400.44,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22822.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23615.78,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,26471.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,20629.06,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,16099.56,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,181343.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,40201.28,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,11261.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,14548.46,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,125420.66,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,2938144.83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,104549.52,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,11637.91,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,70578.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,2736.95,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,104766.77,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,447266.24,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,866375.93,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,5810004.26,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,631414.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,2909.48,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,1155329.07,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,9246851.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,7759.32,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,43646.43,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,1064.96,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,107660.28,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,970.18,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,532.48,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,4964307.77,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,136563.37,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,970.18,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,12203223.64,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,758.25,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,45585.73,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,46555.91,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,9699.68,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,46365.28,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,45585.73,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,1844507.99,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,970.18,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,1940.36,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,328781.68,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,7774.23,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,168887.11,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,452845.58,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,17284.35,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,1361802.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,1940.36,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,160880.72,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,5820.02,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,18144.83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,4989871.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,3879.66,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,388316.29,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,20487.75,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,970.18,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,49465.39,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,74683.71,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,0.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,103605.96,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IAEA,2022,69496.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
